#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Mb),GC%,Assembly Accession,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status,Center,BioSample Accession
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1212,38.5909,GCA_001671195.1,chromosome I:CP008559.1; chromosome II:CP008560.1; chromosome III:CP008561.1; chromosome IV:CP008562.1; chromosome V:CP008563.1; chromosome VI:CP008564.1; chromosome VII:CP008565.1; chromosome VIII:CP008566.1; chromosome IX:CP008567.1; chromosome X:CP008568.1; chromosome XI:CP008569.1; chromosome XII:CP008570.1; chromosome XIII:CP008571.1; chromosome XIV:CP008572.1; chromosome XV:CP008573.1; chromosome XVI:CP008574.1; mitochondrion MT:CP008575.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02772779
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.091,38.5989,GCA_001671225.1,chromosome I:CP008542.1; chromosome II:CP008543.1; chromosome III:CP008544.1; chromosome IV:CP008545.1; chromosome V:CP008546.1; chromosome VI:CP008547.1; chromosome VII:CP008548.1; chromosome VIII:CP008549.1; chromosome IX:CP008550.1; chromosome X:CP008551.1; chromosome XI:CP008552.1; chromosome XII:CP008553.1; chromosome XIII:CP008554.1; chromosome XIV:CP008555.1; chromosome XV:CP008556.1; chromosome XVI:CP008557.1; mitochondrion MT:CP008558.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02773432
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1001,38.5867,GCA_001671255.1,chromosome I:CP008525.1; chromosome II:CP008526.1; chromosome III:CP008527.1; chromosome IV:CP008528.1; chromosome V:CP008529.1; chromosome VI:CP008530.1; chromosome VII:CP008531.1; chromosome VIII:CP008532.1; chromosome IX:CP008533.1; chromosome X:CP008534.1; chromosome XI:CP008535.1; chromosome XII:CP008536.1; chromosome XIII:CP008537.1; chromosome XIV:CP008538.1; chromosome XV:CP008539.1; chromosome XVI:CP008540.1; mitochondrion MT:CP008541.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02773802
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1228,38.598,GCA_001671285.1,chromosome I:CP008508.1; chromosome II:CP008509.1; chromosome III:CP008510.1; chromosome IV:CP008511.1; chromosome V:CP008512.1; chromosome VI:CP008513.1; chromosome VII:CP008514.1; chromosome VIII:CP008515.1; chromosome IX:CP008516.1; chromosome X:CP008517.1; chromosome XI:CP008518.1; chromosome XII:CP008519.1; chromosome XIII:CP008520.1; chromosome XIV:CP008521.1; chromosome XV:CP008522.1; chromosome XVI:CP008523.1; mitochondrion MT:CP008524.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02774414
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.125,38.6227,GCA_001671315.1,chromosome I:CP008644.1; chromosome II:CP008645.1; chromosome III:CP008646.1; chromosome IV:CP008647.1; chromosome V:CP008648.1; chromosome VI:CP008649.1; chromosome VII:CP008650.1; chromosome VIII:CP008651.1; chromosome IX:CP008652.1; chromosome X:CP008653.1; chromosome XI:CP008654.1; chromosome XII:CP008655.1; chromosome XIII:CP008656.1; chromosome XIV:CP008657.1; chromosome XV:CP008658.1; chromosome XVI:CP008659.1; mitochondrion MT:CP008660.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02770303
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1151,38.5938,GCA_001671345.1,chromosome I:CP008610.1; chromosome II:CP008611.1; chromosome III:CP008612.1; chromosome IV:CP008613.1; chromosome V:CP008614.1; chromosome VI:CP008615.1; chromosome VII:CP008616.1; chromosome VIII:CP008617.1; chromosome IX:CP008618.1; chromosome X:CP008619.1; chromosome XI:CP008620.1; chromosome XII:CP008621.1; chromosome XIII:CP008622.1; chromosome XIV:CP008623.1; chromosome XV:CP008624.1; chromosome XVI:CP008625.1; mitochondrion MT:CP008626.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02770305
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1212,38.5991,GCA_001671375.1,chromosome I:CP008593.1; chromosome II:CP008594.1; chromosome III:CP008595.1; chromosome IV:CP008596.1; chromosome V:CP008597.1; chromosome VI:CP008598.1; chromosome VII:CP008599.1; chromosome VIII:CP008600.1; chromosome IX:CP008601.1; chromosome X:CP008602.1; chromosome XI:CP008603.1; chromosome XII:CP008604.1; chromosome XIII:CP008605.1; chromosome XIV:CP008606.1; chromosome XV:CP008607.1; chromosome XVI:CP008608.1; mitochondrion MT:CP008609.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02772777
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.0992,38.6011,GCA_001671405.1,chromosome I:CP008202.1; chromosome II:CP008203.1; chromosome III:CP008204.1; chromosome IV:CP008205.1; chromosome V:CP008206.1; chromosome VI:CP008207.1; chromosome VII:CP008208.1; chromosome VIII:CP008209.1; chromosome IX:CP008210.1; chromosome X:CP008211.1; chromosome XI:CP008212.1; chromosome XII:CP008213.1; chromosome XIII:CP008214.1; chromosome XIV:CP008215.1; chromosome XV:CP008216.1; chromosome XVI:CP008217.1; mitochondrion MT:CP008218.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02777152
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1329,38.5366,GCA_001671435.1,chromosome I:CP008185.1; chromosome II:CP008186.1; chromosome III:CP008187.1; chromosome IV:CP008188.1; chromosome V:CP008189.1; chromosome VI:CP008190.1; chromosome VII:CP008191.1; chromosome VIII:CP008192.1; chromosome IX:CP008193.1; chromosome X:CP008194.1; chromosome XI:CP008195.1; chromosome XII:CP008196.1; chromosome XIII:CP008197.1; chromosome XIV:CP008198.1; chromosome XV:CP008199.1; chromosome XVI:CP008200.1; mitochondrion MT:CP008201.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776123
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1174,38.6118,GCA_001671565.1,chromosome I:CP008168.1; chromosome II:CP008169.1; chromosome III:CP008170.1; chromosome IV:CP008171.1; chromosome V:CP008172.1; chromosome VI:CP008173.1; chromosome VII:CP008174.1; chromosome VIII:CP008175.1; chromosome IX:CP008176.1; chromosome X:CP008177.1; chromosome XI:CP008178.1; chromosome XII:CP008179.1; chromosome XIII:CP008180.1; chromosome XIV:CP008181.1; chromosome XV:CP008182.1; chromosome XVI:CP008183.1; mitochondrion MT:CP008184.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02777143
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1187,38.6414,GCA_001671595.1,chromosome I:CP008083.1; chromosome II:CP008084.1; chromosome III:CP008085.1; chromosome IV:CP008086.1; chromosome V:CP008087.1; chromosome VI:CP008088.1; chromosome VII:CP008089.1; chromosome VIII:CP008090.1; chromosome IX:CP008091.1; chromosome X:CP008092.1; chromosome XI:CP008093.1; chromosome XII:CP008094.1; chromosome XIII:CP008095.1; chromosome XIV:CP008096.1; chromosome XV:CP008097.1; chromosome XVI:CP008098.1; mitochondrion MT:CP008099.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02777153
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1358,38.5859,GCA_001671625.1,chromosome I:CP008100.1; chromosome II:CP008101.1; chromosome III:CP008102.1; chromosome IV:CP008103.1; chromosome V:CP008104.1; chromosome VI:CP008105.1; chromosome VII:CP008106.1; chromosome VIII:CP008107.1; chromosome IX:CP008108.1; chromosome X:CP008109.1; chromosome XI:CP008110.1; chromosome XII:CP008111.1; chromosome XIII:CP008112.1; chromosome XIV:CP008113.1; chromosome XV:CP008114.1; chromosome XVI:CP008115.1; mitochondrion MT:CP008116.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02777150
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1171,38.5535,GCA_001671655.1,chromosome I:CP008134.1; chromosome II:CP008135.1; chromosome III:CP008136.1; chromosome IV:CP008137.1; chromosome V:CP008138.1; chromosome VI:CP008139.1; chromosome VII:CP008140.1; chromosome VIII:CP008141.1; chromosome IX:CP008142.1; chromosome X:CP008143.1; chromosome XI:CP008144.1; chromosome XII:CP008145.1; chromosome XIII:CP008146.1; chromosome XIV:CP008147.1; chromosome XV:CP008148.1; chromosome XVI:CP008149.1; mitochondrion MT:CP008150.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02777148
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1188,38.6178,GCA_001671685.1,chromosome I:CP008678.1; chromosome II:CP008679.1; chromosome III:CP008680.1; chromosome IV:CP008681.1; chromosome V:CP008682.1; chromosome VI:CP008683.1; chromosome VII:CP008684.1; chromosome VIII:CP008685.1; chromosome IX:CP008686.1; chromosome X:CP008687.1; chromosome XI:CP008688.1; chromosome XII:CP008689.1; chromosome XIII:CP008690.1; chromosome XIV:CP008691.1; chromosome XV:CP008692.1; chromosome XVI:CP008693.1; mitochondrion MT:CP008694.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02770293
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1213,38.5212,GCA_001671715.1,chromosome I:CP008627.1; chromosome II:CP008628.1; chromosome III:CP008629.1; chromosome IV:CP008630.1; chromosome V:CP008631.1; chromosome VI:CP008632.1; chromosome VII:CP008633.1; chromosome VIII:CP008634.1; chromosome IX:CP008635.1; chromosome X:CP008636.1; chromosome XI:CP008637.1; chromosome XII:CP008638.1; chromosome XIII:CP008639.1; chromosome XIV:CP008640.1; chromosome XV:CP008641.1; chromosome XVI:CP008642.1; mitochondrion MT:CP008643.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02770304
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.113,38.5784,GCA_001671745.1,chromosome I:CP008661.1; chromosome II:CP008662.1; chromosome III:CP008663.1; chromosome IV:CP008664.1; chromosome V:CP008665.1; chromosome VI:CP008666.1; chromosome VII:CP008667.1; chromosome VIII:CP008668.1; chromosome IX:CP008669.1; chromosome X:CP008670.1; chromosome XI:CP008671.1; chromosome XII:CP008672.1; chromosome XIII:CP008673.1; chromosome XIV:CP008674.1; chromosome XV:CP008675.1; chromosome XVI:CP008676.1; mitochondrion MT:CP008677.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02770302
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1248,38.5935,GCA_001671775.1,chromosome I:CP008576.1; chromosome II:CP008577.1; chromosome III:CP008578.1; chromosome IV:CP008579.1; chromosome V:CP008580.1; chromosome VI:CP008581.1; chromosome VII:CP008582.1; chromosome VIII:CP008583.1; chromosome IX:CP008584.1; chromosome X:CP008585.1; chromosome XI:CP008586.1; chromosome XII:CP008587.1; chromosome XIII:CP008588.1; chromosome XIV:CP008589.1; chromosome XV:CP008590.1; chromosome XVI:CP008591.1; mitochondrion MT:CP008592.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02772778
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1114,38.555,GCA_001671805.1,chromosome I:CP008474.1; chromosome II:CP008475.1; chromosome III:CP008476.1; chromosome IV:CP008477.1; chromosome V:CP008478.1; chromosome VI:CP008479.1; chromosome VII:CP008480.1; chromosome VIII:CP008481.1; chromosome IX:CP008482.1; chromosome X:CP008483.1; chromosome XI:CP008484.1; chromosome XII:CP008485.1; chromosome XIII:CP008486.1; chromosome XIV:CP008487.1; chromosome XV:CP008488.1; chromosome XVI:CP008489.1; mitochondrion MT:CP008490.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776108
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1111,38.6623,GCA_001671835.1,chromosome I:CP008355.1; chromosome II:CP008356.1; chromosome III:CP008357.1; chromosome IV:CP008358.1; chromosome V:CP008359.1; chromosome VI:CP008360.1; chromosome VII:CP008361.1; chromosome VIII:CP008362.1; chromosome IX:CP008363.1; chromosome X:CP008364.1; chromosome XI:CP008365.1; chromosome XII:CP008366.1; chromosome XIII:CP008367.1; chromosome XIV:CP008368.1; chromosome XV:CP008369.1; chromosome XVI:CP008370.1; mitochondrion MT:CP008371.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776115
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.0983,38.6099,GCA_001671865.1,chromosome I:CP008372.1; chromosome II:CP008373.1; chromosome III:CP008374.1; chromosome IV:CP008375.1; chromosome V:CP008376.1; chromosome VI:CP008377.1; chromosome VII:CP008378.1; chromosome VIII:CP008379.1; chromosome IX:CP008380.1; chromosome X:CP008381.1; chromosome XI:CP008382.1; chromosome XII:CP008383.1; chromosome XIII:CP008384.1; chromosome XIV:CP008385.1; chromosome XV:CP008386.1; chromosome XVI:CP008387.1; mitochondrion MT:CP008388.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776114
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1193,38.6381,GCA_001671895.1,chromosome I:CP008253.1; chromosome II:CP008254.1; chromosome III:CP008255.1; chromosome IV:CP008256.1; chromosome V:CP008257.1; chromosome VI:CP008258.1; chromosome VII:CP008259.1; chromosome VIII:CP008260.1; chromosome IX:CP008261.1; chromosome X:CP008262.1; chromosome XI:CP008263.1; chromosome XII:CP008264.1; chromosome XIII:CP008265.1; chromosome XIV:CP008266.1; chromosome XV:CP008267.1; chromosome XVI:CP008268.1; mitochondrion MT:CP008269.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776120
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1159,38.5846,GCA_001671925.1,chromosome I:CP008304.1; chromosome II:CP008305.1; chromosome III:CP008306.1; chromosome IV:CP008307.1; chromosome V:CP008308.1; chromosome VI:CP008309.1; chromosome VII:CP008310.1; chromosome VIII:CP008311.1; chromosome IX:CP008312.1; chromosome X:CP008313.1; chromosome XI:CP008314.1; chromosome XII:CP008315.1; chromosome XIII:CP008316.1; chromosome XIV:CP008317.1; chromosome XV:CP008318.1; chromosome XVI:CP008319.1; mitochondrion MT:CP008320.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02770295
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.1269,38.6697,GCA_001671955.1,chromosome I:CP008270.1; chromosome II:CP008271.1; chromosome III:CP008272.1; chromosome IV:CP008273.1; chromosome V:CP008274.1; chromosome VI:CP008275.1; chromosome VII:CP008276.1; chromosome VIII:CP008277.1; chromosome IX:CP008278.1; chromosome X:CP008279.1; chromosome XI:CP008280.1; chromosome XII:CP008281.1; chromosome XIII:CP008282.1; chromosome XIV:CP008283.1; chromosome XV:CP008284.1; chromosome XVI:CP008285.1; mitochondrion MT:CP008286.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776119
Saccharomyces cerevisiae,4932,PRJNA247448,247448,Fungi,Ascomycetes,12.134,38.5768,GCA_001671985.1,chromosome I:CP008236.1; chromosome II:CP008237.1; chromosome III:CP008238.1; chromosome IV:CP008239.1; chromosome V:CP008240.1; chromosome VI:CP008241.1; chromosome VII:CP008242.1; chromosome VIII:CP008243.1; chromosome IX:CP008244.1; chromosome X:CP008245.1; chromosome XI:CP008246.1; chromosome XII:CP008247.1; chromosome XIII:CP008248.1; chromosome XIV:CP008249.1; chromosome XV:CP008250.1; chromosome XVI:CP008251.1; mitochondrion MT:CP008252.1,-,17,-,-,20/06/2016,20/06/2016,Chromosome,The University of Auckland,SAMN02776121
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,12.2429,38.1656,GCA_002057635.1,chromosome I:CP020123.1; chromosome II:CP020124.1; chromosome III:CP020125.1; chromosome IV:CP020126.1; chromosome V:CP020127.1; chromosome VI:CP020128.1; chromosome VII:CP020129.1; chromosome VIII:CP020130.1; chromosome IX:CP020131.1; chromosome X:CP020132.1; chromosome XI:CP020133.1; chromosome XII:CP020134.1; chromosome XIII:CP020135.1; chromosome XIV:CP020136.1; chromosome XV:CP020137.1; chromosome XVI:CP020138.1; mitochondrion MT:CP020139.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA4461732
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,11.8949,38.1356,GCA_002057805.1,chromosome I:CP020157.1; chromosome II:CP020158.1; chromosome III:CP020159.1; chromosome IV:CP020160.1; chromosome V:CP020161.1; chromosome VI:CP020162.1; chromosome VII:CP020163.1; chromosome VIII:CP020164.1; chromosome IX:CP020165.1; chromosome X:CP020166.1; chromosome XI:CP020167.1; chromosome XII:CP020168.1; chromosome XIII:CP020169.1; chromosome XIV:CP020170.1; chromosome XV:CP020171.1; chromosome XVI:CP020172.1; mitochondrion MT:CP020173.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA2757761
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,12.1479,38.2204,GCA_002057885.1,chromosome I:CP020174.1; chromosome II:CP020175.1; chromosome III:CP020176.1; chromosome IV:CP020177.1; chromosome V:CP020178.1; chromosome VI:CP020179.1; chromosome VII:CP020180.1; chromosome VIII:CP020181.1; chromosome IX:CP020182.1; chromosome X:CP020183.1; chromosome XI:CP020184.1; chromosome XII:CP020185.1; chromosome XIII:CP020186.1; chromosome XIV:CP020187.1; chromosome XV:CP020188.1; chromosome XVI:CP020189.1; mitochondrion MT:CP020190.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA2757765
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,11.988,38.1686,GCA_002057995.1,chromosome I:CP020208.1; chromosome II:CP020209.1; chromosome III:CP020210.1; chromosome IV:CP020211.1; chromosome V:CP020212.1; chromosome VI:CP020213.1; chromosome VII:CP020214.1; chromosome VIII:CP020215.1; chromosome IX:CP020216.1; chromosome X:CP020217.1; chromosome XI:CP020218.1; chromosome XII:CP020219.1; chromosome XIII:CP020220.1; chromosome XIV:CP020221.1; chromosome XV:CP020222.1; chromosome XVI:CP020223.1; mitochondrion MT:CP020224.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA2757770
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,11.8215,38.1253,GCA_002058095.1,chromosome I:CP020225.1; chromosome II:CP020226.1; chromosome III:CP020227.1; chromosome IV:CP020228.1; chromosome V:CP020229.1; chromosome VI:CP020230.1; chromosome VII:CP020231.1; chromosome VIII:CP020232.1; chromosome IX:CP020233.1; chromosome X:CP020234.1; chromosome XI:CP020235.1; chromosome XII:CP020236.1; chromosome XIII:CP020237.1; chromosome XIV:CP020238.1; chromosome XV:CP020239.1; chromosome XVI:CP020240.1; mitochondrion MT:CP020241.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA2757764
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,11.964,38.1346,GCA_002058645.1,chromosome I:CP020191.1; chromosome II:CP020192.1; chromosome III:CP020193.1; chromosome IV:CP020194.1; chromosome V:CP020195.1; chromosome VI:CP020196.1; chromosome VII:CP020197.1; chromosome VIII:CP020198.1; chromosome IX:CP020199.1; chromosome X:CP020200.1; chromosome XI:CP020201.1; chromosome XII:CP020202.1; chromosome XIII:CP020203.1; chromosome XIV:CP020204.1; chromosome XV:CP020205.1; chromosome XVI:CP020206.1; mitochondrion MT:CP020207.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA2757763
Saccharomyces cerevisiae,4932,PRJEB7245,261308,Fungi,Ascomycetes,12.0391,38.1843,GCA_002079025.1,chromosome I:CP020140.1; chromosome II:CP020141.1; chromosome III:CP020142.1; chromosome IV:CP020143.1; chromosome V:CP020144.1; chromosome VI:CP020145.1; chromosome VII:CP020146.1; chromosome VIII:CP020147.1; chromosome IX:CP020148.1; chromosome X:CP020149.1; chromosome XI:CP020150.1; chromosome XII:CP020151.1; chromosome XIII:CP020152.1; chromosome XIV:CP020153.1; chromosome XV:CP020154.1; chromosome XVI:CP020155.1; mitochondrion MT:CP020156.1,-,17,-,-,21/03/2017,21/03/2017,Chromosome,SC,SAMEA2757762
Saccharomyces cerevisiae Sigma1278b,658763,PRJNA39317,39317,Fungi,Ascomycetes,11.9459,38.3049,GCA_000151485.1,chromosome 1:CM000921.1; chromosome 2:CM000922.1; chromosome 3:CM000923.1; chromosome 4:CM000924.1; chromosome 5:CM000925.1; chromosome 6:CM000926.1; chromosome 7:CM000927.1; chromosome 8:CM000928.1; chromosome 9:CM000929.1; chromosome 10:CM000930.1; chromosome 11:CM000931.1; chromosome 12:CM000932.1; chromosome 13:CM000933.1; chromosome 14:CM000934.1; chromosome 15:CM000935.1; chromosome 16:CM000936.1,ACVY01,16,-,-,29/04/2010,04/08/2014,Chromosome,Broad Institute,SAMN00002885
